,0
3772,9.7 
3773,5.8 
3774,2.95 
3775,7.5 
3776,8.2 
3777,4 
3778,3.3 
3779,3.5 
3780,20.5 
3781,2.7 
3782,4.5 
3783,4.25 
3784,6.5 
3785,3.65 
3786,5.8 
3787,5.8 
3788,9.9 
3789,4.65 
3790,4.8 
3791,3.3 
3792,6.5 
3793,1.8 
3794,6.9 
3795,4.4 
3796,13.5 
3797,5.8 
3798,4.1 
3799,8.5 
3800,6.75 
3801,7.5 
3802,14 
3803,3.5 
3804,1.4 
3805,9.5 
3806,4.1 
3807,3 
3808,8.25 
3809,5.45 
3810,26.5 
3811,38 
3812,5.75 
3813,2.5 
3814,4.75 
3815,13.5 
3816,3.45 
3817,3.26 
3818,10.25 
3819,5.5 
3820,6.6 
3821,3.1 
3822,3.6 
3823,4.5 
3824,3.8 
3825,2.5 
3826,9.5 
3827,6.8 
3828,15.5 
3829,4.8 
3830,10.5 
3831,2.65 
3832,5.7 
3833,6.98 
3834,17 
3835,2 
3836,7.5 
3837,5.6 
3838,3.27 
3839,5.75 
3840,4.48 
3841,6.32 
3842,9 
3843,4.7 
3844,4.45 
3845,4.74 
3846,7.5 
3847,5 
3848,4.25 
3849,4.25 
3850,5.5 
3851,8.95 
3852,5.25 
3853,3 
3854,33 
3855,10 
3856,3 
3857,17.25 
3858,24.5 
3859,3.6 
3860,5.2 
3861,7.9 
3862,8.2 
3863,3 
3864,3.5 
3865,7.9 
3866,4.9 
3867,3.7 
3868,6.5 
3869,4.7 
3870,2.25 
3871,5.55 
3872,1.95 
3873,7.65 
3874,3.6 
3875,6.48 
3876,4.95 
3877,7.7 
3878,4.6 
3879,5.5 
3880,7.5 
3881,8.7 
3882,5.25 
3883,10.3 
3884,4.95 
3885,7.15 
3886,7.8 
3887,13 
3888,5.8 
3889,14.72 
3890,4.2 
3891,2.8 
3892,2.7 
3893,3.2 
3894,6.57 
3895,5.25 
3896,11.75 
3897,6.5 
3898,3.6 
3899,15.5 
3900,3.5 
3901,26 
3902,19.5 
3903,8 
3904,2 
3905,24.5 
3906,2.76 
3907,18.75 
3908,4.85 
3909,4.5 
3910,1.5 
3911,6.25 
3912,5.3 
3913,4.5 
3914,2.99 
3915,4.7 
3916,2.7 
3917,4.99 
3918,4.25 
3919,6.9 
3920,10.8 
3921,3.28 
3922,6.5 
3923,7 
3924,4.45 
3925,3.7 
3926,13 
3927,5.36 
3928,3 
3929,7.47 
3930,12.25 
3931,2.49 
3932,2.2 
3933,2.8 
3934,11.5 
3935,7.11 
3936,5.95 
3937,4.2 
3938,5.7 
3939,1.25 
3940,5.6 
3941,19.5 
3942,5.25 
3943,5.9 
3944,6.5 
3945,3 
3946,6.7 
3947,4.75 
3948,1.95 
3949,3.65 
3950,2.5 
3951,5.75 
3952,4.75 
3953,23.95 
3954,4.28 
3955,2.5 
3956,6.5 
3957,8 
3958,18 
3959,5.95 
3960,8.5 
3961,7.2 
3962,16.75 
3963,7.1 
3964,5.5 
3965,3.91 
3966,3.8 
3967,9.99 
3968,5.85 
3969,10 
3970,5.25 
3971,4.5 
3972,4 
3973,16.5 
3974,18 
3975,4 
3976,2.95 
3977,4.7 
3978,13.4 
3979,7 
3980,7.4 
3981,6 
3982,1.45 
3983,25 
3984,6.9 
3985,3.35 
3986,5.95 
3987,5.75 
3988,2.7 
3989,2.65 
3990,11 
3991,1 
3992,3.55 
3993,4 
3994,4.7 
3995,9.25 
3996,7.3 
3997,5 
3998,3.5 
3999,33 
4000,4.6 
4001,11 
4002,6.5 
4003,16.45 
4004,11.75 
4005,6.5 
4006,4.15 
4007,11.5 
4008,9.3 
4009,7.6 
4010,6.5 
4011,6.34 
4012,8.25 
4013,4.4 
4014,8.2 
4015,3.1 
4016,8.75 
4017,7.31 
4018,4.5 
4019,3.65 
4020,4 
4021,2.35 
4022,5.25 
4023,12 
4024,2.75 
4025,4.44 
4026,9.3 
4027,4 
4028,7.15 
4029,6.6 
4030,4.5 
4031,5 
4032,4.65 
4033,4.35 
4034,2.25 
4035,4 
4036,3 
4037,5.85 
4038,11.5 
4039,10.75 
4040,4 
4041,7 
4042,11 
4043,10.5 
4044,14 
4045,8.5 
4046,2.45 
4047,6.5 
4048,3.2 
4049,3.82 
4050,4.8 
4051,7.3 
4052,2.3 
4053,5 
4054,3.5 
4055,7.23 
4056,8.5 
4057,5.5 
4058,2.8 
4059,7.85 
4060,5.25 
4061,9.5 
4062,10.45 
4063,4.5 
4064,4.5 
4065,3.9 
4066,4.5 
4067,6.25 
4068,5.9 
4069,3 
4070,4.25 
4071,4.8 
4072,3.95 
4073,4.1 
4074,9.11 
4075,12.75 
4076,3.1 
4077,4.65 
4078,6.8 
4079,4.75 
4080,1.5 
4081,5.25 
4082,15.8 
4083,10 
4084,25 
4085,3.6 
4086,2.5 
4087,6.3 
4088,10.5 
4089,7 
4090,3 
4091,7 
4092,7.8 
4093,5 
4094,3.6 
4095,12 
4096,4 
4097,10 
4098,9.25 
4099,2.1 
4100,6.55 
4101,7 
4102,1.5 
4103,5.25 
4104,3.1 
4105,12.8 
4106,3.5 
4107,8.75 
4108,11.75 
4109,4 
4110,23 
4111,6.75 
4112,15 
4113,4.5 
4114,6.1 
4115,7.2 
4116,6.2 
4117,8.7 
4118,2.65 
4119,1.7 
4120,8.25 
4121,3.2 
4122,2.08 
4123,4.95 
4124,17.51 
4125,4.7 
4126,5.57 
4127,45 
4128,4.37 
4129,5 
4130,20 
4131,6.79 
4132,7.75 
4133,3.1 
4134,5.5 
4135,5.62 
4136,8 
4137,13.25 
4138,3 
4139,18 
4140,13.5 
4141,13.75 
4142,7.75 
4143,7 
4144,4.29 
4145,7.95 
4146,4.3 
4147,4.99 
4148,4.6 
4149,8 
4150,2.35 
4151,12.6 
4152,5.7 
4153,5.5 
4154,4 
4155,12.75 
4156,9 
4157,6.9 
4158,3.25 
4159,7.9 
4160,7.75 
4161,10.4 
4162,5.48 
4163,6.9 
4164,7 
4165,3.12 
4166,7.65 
4167,7.5 
4168,3.35 
4169,5.2 
4170,15 
4171,3.9 
4172,11.4 
4173,17 
4174,6 
4175,4.65 
4176,4 
4177,6.3 
4178,6 
4179,5.76 
4180,5.95 
4181,5.5 
4182,3.8 
4183,5.5 
4184,4.65 
4185,6.7 
4186,6.5 
4187,6.7 
4188,5.98 
4189,5.8 
4190,8.5 
4191,3.6 
4192,2.5 
4193,11.5 
4194,5.68 
4195,3.5 
4196,7.75 
4197,3.35 
4198,16.5 
4199,6.75 
4200,5.49 
4201,2.9 
4202,4 
4203,20 
4204,6 
4205,4.87 
4206,4.6 
4207,17.5 
4208,3.8 
4209,7 
4210,2.55 
4211,5.81 
4212,2.3 
4213,4.5 
4214,5.79 
4215,10 
4216,7.5 
4217,2.7 
4218,6.3 
4219,3.3 
4220,3.5 
4221,3.8 
4222,7.11 
4223,5.7 
4224,8.3 
4225,3.85 
4226,57.43 
4227,7 
4228,3.54 
4229,6.51 
4230,4.8 
4231,10 
4232,11 
4233,11 
4234,5.75 
4235,8.25 
4236,4.5 
4237,3.5 
4238,4.75 
4239,4.75 
4240,1.6 
4241,7.3 
4242,19.5 
4243,9.7 
4244,2 
4245,5.1 
4246,2.2 
4247,4.5 
4248,14 
4249,3.5 
4250,4.6 
4251,4.9 
4252,4 
4253,12 
4254,8.35 
4255,15.75 
4256,11.9 
4257,12.28 
4258,5.5 
4259,5.5 
4260,2.85 
4261,3.5 
4262,8.25 
4263,3 
4264,9.8 
4265,10.9 
4266,21 
4267,6.75 
4268,4.25 
4269,5.25 
4270,16.95 
4271,4.5 
4272,26.75 
4273,10.9 
4274,4.69 
4275,5.5 
4276,4 
4277,8.45 
4278,3.1 
4279,6.5 
4280,3.2 
4281,4 
4282,1.8 
4283,6 
4284,5.55 
4285,6.25 
4286,9.85 
4287,6 
4288,3.1 
4289,2.76 
4290,4.25 
4291,3.25 
4292,8.89 
4293,4.75 
4294,2.4 
4295,2.7 
4296,4.5 
4297,8 
4298,5.45 
4299,8 
4300,2.7 
4301,6.75 
4302,4.2 
4303,1.75 
4304,8 
4305,6.21 
4306,7.8 
4307,2.95 
4308,4.9 
4309,33 
4310,5.25 
4311,39 
4312,7.45 
4313,6.25 
4314,6.2 
4315,6.8 
4316,9.5 
4317,4.75 
4318,5.2 
4319,7.5 
4320,2.5 
4321,5.85 
4322,5.75 
4323,3.5 
4324,2.99 
4325,3.5 
4326,3.75 
4327,9.65 
4328,3.5 
4329,5.9 
4330,33.5 
4331,4.5 
4332,8.3 
4333,6.5 
4334,2.65 
4335,6.5 
4336,1.45 
4337,7.83 
4338,3 
4339,5.25 
4340,2.5 
4341,3.5 
4342,3.8 
4343,5.4 
4344,27.5 
4345,2.2 
4346,33 
4347,1.85 
4348,1.8 
4349,3.65 
4350,7 
4351,4.2 
4352,6.75 
4353,7.25 
4354,5 
4355,4.6 
4356,4.5 
4357,3.25 
4358,9.9 
4359,3.95 
4360,9.9 
4361,3.5 
4362,6.5 
4363,18 
4364,8 
4365,3.8 
4366,7.5 
4367,53.5 
4368,9.5 
4369,6.5 
4370,10.5 
4371,6 
4372,8 
4373,3.2 
4374,32.9 
4375,7.1 
4376,5 
4377,2.85 
4378,7.95 
4379,5.5 
4380,12.75 
4381,10.21 
4382,4.05 
4383,4.85 
4384,18.5 
4385,5.35 
4386,43.5 
4387,3.2 
4388,6.5 
4389,11.25 
4390,12.75 
4391,6.85 
4392,25 
4393,7 
4394,7.55 
4395,3.2 
4396,7 
4397,4.6 
4398,7.9 
4399,9.9 
4400,7 
4401,3.6 
4402,8.8 
4403,6.5 
4404,1.1 
4405,3.5 
4406,4.25 
4407,7 
4408,7.1 
4409,3.8 
4410,5.75 
4411,3.36 
4412,3.95 
4413,5.35 
4414,8.5 
4415,14 
4416,17.5 
4417,6.5 
4418,28.5 
4419,4.5 
4420,11 
4421,3.27 
4422,4.5 
4423,3.75 
4424,10.25 
4425,2.85 
4426,4.75 
4427,6.24 
4428,13.45 
4429,8.5 
4430,3.5 
4431,18.5 
4432,3.25 
4433,2.57 
4434,2.6 
4435,8.95 
4436,6.3 
4437,7.7 
4438,8 
4439,27 
4440,2.8 
4441,3 
4442,9.75 
4443,7.8 
4444,7 
4445,4.5 
4446,20.5 
4447,4.4 
4448,2.65 
4449,2.99 
4450,4.2 
4451,10.5 
4452,7.1 
4453,3.25 
4454,3.3 
4455,19.95 
4456,2.2 
4457,3 
4458,29.5 
4459,9.5 
4460,6.49 
4461,8.7 
4462,12 
4463,5.5 
4464,5.8 
4465,5.3 
4466,7.15 
4467,29 
4468,4.1 
4469,3.3 
4470,5.5 
4471,8 
4472,2 
4473,9.2 
4474,4.85 
4475,6.75 
4476,4.85 
4477,13.9 
4478,2.5 
4479,1 
4480,4.5 
4481,3.5 
4482,4.7 
4483,6.7 
4484,13.5 
4485,3.7 
4486,5.85 
4487,14.75 
4488,2.3 
4489,4.5 
4490,4 
4491,6.2 
4492,7.6 
4493,6.38 
4494,7.7 
4495,3.85 
4496,6.85 
4497,7.85 
4498,11 
4499,3.1 
4500,9.3 
4501,12.5 
4502,3.5 
4503,6.5 
4504,13.5 
4505,7.11 
4506,5.5 
4507,2.1 
4508,4 
4509,7.3 
4510,4.5 
4511,18.5 
4512,55 
4513,4.74 
4514,8 
4515,14.6 
4516,4.9 
4517,5.4 
4518,6.1 
4519,4.45 
4520,4.6 
4521,8.5 
4522,5.8 
4523,6.66 
4524,5.75 
4525,15.5 
4526,12.5 
4527,16.5 
4528,3.5 
4529,16.5 
4530,8.5 
4531,"85,000"
4532,6.5 
4533,3.3 
4534,5 
4535,3.5 
4536,4.75 
4537,5.1 
4538,7.2 
4539,8.95 
4540,6.75 
4541,6.5 
4542,1.85 
4543,4.8 
4544,5.85 
4545,2.76 
4546,9.5 
4547,1.3 
4548,4.95 
4549,3.65 
4550,5.3 
4551,5.25 
4552,27.9 
4553,4 
4554,5.15 
4555,23 
4556,7.8 
4557,21.5 
4558,13.51 
4559,6.8 
4560,5.5 
4561,15.95 
4562,11.5 
4563,6.75 
4564,3.25 
4565,3 
4566,3.5 
4567,3.25 
4568,2.7 
4569,8 
4570,31.5 
4571,5.25 
4572,6.1 
4573,18.5 
4574,4.85 
4575,9.85 
4576,5.5 
4577,1.8 
4578,5.3 
4579,6.5 
4580,3.15 
4581,6.66 
4582,4 
4583,8.5 
4584,7.9 
4585,9 
4586,2.9 
4587,6.1 
4588,9.5 
4589,2.8 
4590,6.5 
4591,17.5 
4592,7.5 
4593,3.95 
4594,6.6 
4595,5.9 
4596,4.7 
4597,7.85 
4598,2 
4599,3.11 
4600,7.75 
4601,8.75 
4602,17.5 
4603,7.3 
4604,3.5 
4605,7.7 
4606,3.5 
4607,5.25 
4608,4.2 
4609,11.95 
4610,4 
4611,11 
4612,3 
4613,3.75 
4614,6.5 
4615,6.5 
4616,7.8 
4617,6.5 
4618,6.7 
4619,7.65 
4620,5.65 
4621,5.7 
4622,5.2 
4623,10.9 
4624,7.5 
4625,2.99 
4626,4.25 
4627,4.46 
4628,3.25 
4629,5.5 
4630,4.75 
4631,4 
4632,6.5 
4633,8 
4634,8.75 
4635,5.8 
4636,6.5 
4637,3.9 
4638,13.45 
4639,6.1 
4640,9.5 
4641,6.51 
4642,2.8 
4643,2.75 
4644,5.25 
4645,2.9 
4646,29.5 
4647,2.75 
4648,5.5 
4649,3.42 
4650,5.44 
4651,3.5 
4652,17.5 
4653,3.45 
4654,3.35 
4655,"80,000"
4656,6.1 
4657,5.5 
4658,3.5 
4659,7.45 
4660,3.5 
4661,10.5 
4662,40 
4663,16 
4664,8.5 
4665,6 
4666,16.5 
4667,3.41 
4668,2.3 
4669,2.5 
4670,4.5 
4671,6.81 
4672,5.5 
4673,4 
4674,5.75 
4675,3.5 
4676,4 
4677,13.75 
4678,11.5 
4679,30 
4680,3.8 
4681,2.25 
4682,9 
4683,3.75 
4684,6.1 
4685,2.8 
4686,2.5 
4687,15.2 
4688,2.7 
4689,4.55 
4690,5.6 
4691,4.9 
4692,2.85 
4693,3.49 
4694,6.75 
4695,5.5 
4696,1.8 
4697,7 
4698,7.25 
4699,3.5 
4700,6.75 
4701,2.85 
4702,3.8 
4703,7.49 
4704,12.8 
4705,6 
4706,3.15 
4707,3.75 
4708,12.35 
4709,7.15 
4710,5.5 
4711,2.3 
4712,2.8 
4713,5.5 
4714,7.5 
4715,2 
4716,11 
4717,5.75 
4718,3.1 
4719,8.5 
4720,8.25 
4721,7.25 
4722,7.5 
4723,2.2 
4724,5 
4725,3.8 
4726,4.1 
4727,6.5 
4728,2.8 
4729,3.1 
4730,3.75 
4731,5.69 
4732,6.25 
4733,18.75 
4734,6.5 
4735,8.25 
4736,6.5 
4737,3.99 
4738,6.5 
4739,1.5 
4740,5.6 
4741,5.35 
4742,4.25 
4743,4.25 
4744,3.5 
4745,4.5 
4746,4 
4747,3.5 
4748,2.6 
4749,8.49 
4750,8.75 
4751,6.3 
4752,31 
4753,7 
4754,7.25 
4755,4.5 
4756,2.75 
4757,2.25 
4758,3 
4759,3.95 
4760,6.25 
4761,3.79 
4762,6.15 
4763,2.25 
4764,5.35 
4765,6.59 
4766,2.7 
4767,36 
4768,4.6 
4769,2.55 
4770,1.92 
4771,4.2 
4772,7.15 
4773,1.2 
4774,9.55 
4775,12 
4776,1.9 
4777,2.9 
4778,5.75 
4779,12.95 
4780,3 
4781,11.75 
4782,1.05 
4783,4.6 
4784,5.3 
4785,6.4 
4786,3.7 
4787,"80,000"
4788,4.19 
4789,1.99 
4790,3.8 
4791,2.49 
4792,9.5 
4793,2.8 
4794,6.35 
4795,4.25 
4796,5 
4797,5.65 
4798,2.65 
4799,1.69 
4800,23 
4801,6.5 
4802,6.5 
4803,16.75 
4804,2.21 
4805,6.24 
4806,8.5 
4807,2.45 
4808,5.25 
4809,7.5 
4810,7 
4811,3.4 
4812,6.5 
4813,10.9 
4814,3.85 
4815,8.51 
4816,3 
4817,4.25 
4818,6.5 
4819,15.5 
4820,2.39 
4821,5.5 
4822,13.99 
4823,4.8 
4824,2.5 
4825,5.25 
4826,6.25 
4827,3 
4828,4.25 
4829,6.6 
4830,5.2 
4831,1.9 
4832,3.49 
4833,3.08 
4834,6.29 
4835,7.95 
4836,4.8 
4837,6.1 
4838,4.2 
4839,18.5 
4840,7.5 
4841,3.25 
4842,1.66 
4843,5.75 
4844,8.25 
4845,24.99 
4846,3.1 
4847,2.44 
4848,7.5 
4849,6.3 
4850,2.15 
4851,5.4 
4852,8 
4853,4.25 
4854,2.76 
4855,24.99 
4856,16 
4857,4.12 
4858,8.79 
4859,6.25 
4860,10.75 
4861,4.8 
4862,2 
4863,3.9 
4864,2.3 
4865,4.25 
4866,10.9 
4867,2.65 
4868,3.45 
4869,6 
4870,3 
4871,6.99 
4872,4.89 
4873,5.25 
4874,5.3 
4875,4.21 
4876,11 
4877,14 
4878,"89,000"
4879,5.6 
4880,7.5 
4881,4.4 
4882,5.15 
4883,4.5 
4884,5.5 
4885,3.8 
4886,14 
4887,3.65 
4888,5.75 
4889,7.8 
4890,7.5 
4891,12 
4892,6 
4893,2.55 
4894,8 
4895,5.5 
4896,2.2 
4897,19 
4898,3.75 
4899,6.25 
4900,3.54 
4901,10.25 
4902,4 
4903,3.1 
4904,15.49 
4905,7.45 
4906,5.7 
4907,1.21 
4908,3.25 
4909,2.3 
4910,5.9 
4911,3.75 
4912,3.1 
4913,4.1 
4914,5.5 
4915,4.5 
4916,6 
4917,5.5 
4918,5.25 
4919,3 
4920,3.5 
4921,14.25 
4922,5 
4923,4.7 
4924,3.5 
4925,6.8 
4926,5.5 
4927,10.5 
4928,7.5 
4929,5.2 
4930,6.25 
4931,5.15 
4932,2.45 
4933,11.5 
4934,38 
4935,6 
4936,3.3 
4937,3.4 
4938,4.25 
4939,6.2 
4940,5.7 
4941,4.7 
4942,4.5 
4943,10.5 
4944,3 
4945,19.5 
4946,9.6 
4947,4 
4948,5.75 
4949,4 
4950,2.85 
4951,4 
4952,8.95 
4953,9.5 
4954,5.25 
4955,2.4 
4956,5 
4957,4 
4958,4.6 
4959,3.5 
4960,2 
4961,4.4 
4962,36 
4963,4.5 
4964,2.15 
4965,2.25 
4966,8.5 
4967,7.55 
4968,4.25 
4969,3.24 
4970,4.5 
4971,6.5 
4972,11.99 
4973,3.22 
4974,4 
4975,5.5 
4976,7 
4977,11.9 
4978,9.25 
4979,9.25 
4980,9 
4981,8.6 
4982,3.5 
4983,6.75 
4984,4.75 
4985,8 
4986,3.5 
4987,6.25 
4988,3.5 
4989,6 
4990,43 
4991,4 
4992,2.5 
4993,4.15 
4994,5.5 
4995,5.45 
4996,15.7 
4997,6.5 
4998,25.5 
4999,3.6 
5000,29.5 
5001,3.5 
5002,9.75 
5003,5.5 
5004,5.2 
5005,7.75 
5006,2.1 
5007,5.2 
5008,6 
5009,1.5 
5010,15.75 
5011,11.35 
5012,4 
5013,9.5 
5014,7.1 
5015,"50,000"
5016,5.5 
5017,3.3 
5018,4 
5019,4.8 
5020,6.7 
5021,5.85 
5022,4 
5023,4.49 
5024,6.5 
5025,30 
5026,3.8 
5027,12 
5028,6.25 
5029,6 
5030,5 
5031,6.99 
5032,25.75 
5033,6 
5034,7.25 
5035,4.7 
5036,10 
5037,3.05 
5038,4.35 
5039,2.5 
5040,1.5 
5041,7.55 
5042,2.37 
5043,6.25 
5044,3.25 
5045,4.2 
5046,4.4 
5047,16.05 
5048,4 
5049,13.5 
5050,2.8 
5051,6.3 
5052,2.5 
5053,1.8 
5054,1.85 
5055,2.75 
5056,4.67 
5057,9.75 
5058,5.8 
5059,10.5 
5060,7.3 
5061,2.89 
5062,16 
5063,3.3 
5064,2.5 
5065,8.25 
5066,7.4 
5067,5.95 
5068,8.75 
5069,7.5 
5070,7.75 
5071,"80,000"
5072,4.2 
5073,4.15 
5074,2.55 
5075,3.2 
5076,6.45 
5077,3 
5078,3.2 
5079,2.7 
5080,4.5 
5081,29.5 
5082,4 
5083,4.5 
5084,5.4 
5085,4.25 
5086,5.2 
5087,3.5 
5088,8.5 
5089,2.35 
5090,5.5 
5091,4.5 
5092,6.49 
5093,3.1 
5094,7.49 
5095,9 
5096,6.9 
5097,6.95 
5098,6.11 
5099,5.5 
5100,3.65 
5101,5.5 
5102,20 
5103,2.1 
5104,14 
5105,4.5 
5106,8.9 
5107,17 
5108,9.7 
5109,9.9 
5110,8.9 
5111,5 
5112,11.5 
5113,5.95 
5114,7.5 
5115,6.5 
5116,4.1 
5117,6 
5118,10 
5119,4.3 
5120,25.5 
5121,5.6 
5122,2.45 
5123,2.3 
5124,5 
5125,7.5 
5126,17.25 
5127,4.5 
5128,54.99 
5129,6.2 
5130,10.5 
5131,6.95 
5132,6.5 
5133,6.4 
5134,9.75 
5135,3 
5136,1.99 
5137,4.5 
5138,6.25 
5139,3.8 
5140,2 
5141,28.5 
5142,11 
5143,1.3 
5144,26 
5145,5.25 
5146,4.25 
5147,4.7 
5148,2.85 
5149,5.25 
5150,9 
5151,13.5 
5152,10.45 
5153,5.25 
5154,6.5 
5155,9.24 
5156,2.3 
5157,11.25 
5158,3.5 
5159,5.95 
5160,5.75 
5161,4.18 
5162,2.5 
5163,17 
5164,3.95 
5165,12.25 
5166,2.29 
5167,23 
5168,3.69 
5169,5.3 
5170,3.99 
5171,3.2 
5172,6.8 
5173,5.52 
5174,4.25 
5175,4.65 
5176,4.75 
5177,8.5 
5178,18 
5179,4.1 
5180,4.5 
5181,2.5 
5182,3.5 
5183,8 
5184,6.1 
5185,3.5 
5186,4 
5187,8 
5188,6.25 
5189,7.09 
5190,10 
5191,7.5 
5192,6.1 
5193,4.6 
5194,5.6 
5195,8 
5196,30 
5197,"40,000"
5198,4.3 
5199,5.57 
5200,3 
5201,8.25 
5202,4.7 
5203,4.65 
5204,8.7 
5205,5 
5206,4.75 
5207,5.2 
5208,3.5 
5209,3.99 
5210,3.25 
5211,2.5 
5212,2 
5213,5.8 
5214,9.5 
5215,1.85 
5216,5.35 
5217,33.5 
5218,3.4 
5219,3.85 
5220,3.82 
5221,4.85 
5222,7.95 
5223,5.99 
5224,8.65 
5225,3.45 
5226,14.5 
5227,39.15 
5228,5 
5229,2.95 
5230,2.5 
5231,8.12 
5232,2.35 
5233,3.8 
5234,2 
5235,33.5 
5236,3.3 
5237,3.6 
5238,9.9 
5239,2 
5240,3.5 
5241,7 
5242,9.5 
5243,3.2 
5244,3.95 
5245,3 
5246,5 
5247,1.9 
5248,2.35 
5249,5.76 
5250,10.25 
5251,6.21 
5252,12.9 
5253,6.75 
5254,3.5 
5255,2.5 
5256,5.15 
5257,15.5 
5258,12 
5259,2.95 
5260,4.5 
5261,10 
5262,5.5 
5263,2.95 
5264,12.25 
5265,10 
5266,26.5 
5267,7.95 
5268,4.92 
5269,6.5 
5270,3 
5271,10.1 
5272,3.5 
5273,6 
5274,3.85 
5275,3.2 
5276,1 
5277,11 
5278,9.25 
5279,10.5 
5280,3 
5281,4.5 
5282,4.5 
5283,7.9 
5284,25 
5285,7.9 
5286,2.45 
5287,5.6 
5288,2.7 
5289,5.15 
5290,6 
5291,4 
5292,8.75 
5293,6.3 
5294,9.82 
5295,4.12 
5296,7.5 
5297,5.3 
5298,10.5 
5299,3.1 
5300,9 
5301,4.25 
5302,4 
5303,4.4 
5304,5.1 
5305,5.25 
5306,5.3 
5307,1.69 
5308,3.15 
5309,16 
5310,2.7 
5311,5.75 
5312,6.25 
5313,2.99 
5314,4.5 
5315,10.5 
5316,3.3 
5317,4.25 
5318,7.5 
5319,5.25 
5320,2.65 
5321,3 
5322,6.5 
5323,3 
5324,4 
5325,8.9 
5326,6.5 
5327,2.7 
5328,9.8 
5329,7.5 
5330,9.7 
5331,10.85 
5332,3.25 
5333,2.8 
5334,1.5 
5335,7.25 
5336,4.86 
5337,9.5 
5338,4.75 
5339,"75,000"
5340,6.4 
5341,6.5 
5342,4 
5343,1.79 
5344,8 
5345,5.5 
5346,4.95 
5347,5.5 
5348,6.5 
5349,6.35 
5350,3 
5351,3.8 
5352,6.75 
5353,9 
5354,12.7 
5355,4.5 
5356,9.25 
5357,14.5 
5358,9.5 
5359,2.75 
5360,8.2 
5361,5.25 
5362,4 
5363,3 
5364,4.6 
5365,4.5 
5366,1.5 
5367,4.8 
5368,2.8 
5369,2 
5370,3.5 
5371,5.99 
5372,2.5 
5373,2.5 
5374,7.85 
5375,1.35 
5376,4.6 
5377,9.82 
5378,2.7 
5379,8.14 
5380,2.9 
5381,4.3 
5382,5.5 
5383,8.1 
5384,3.6 
5385,6.75 
5386,2.25 
5387,3.21 
5388,14 
5389,5.8 
5390,5 
5391,5.75 
5392,3 
5393,3.1 
5394,9.5 
5395,8.5 
5396,5 
5397,2.95 
5398,12 
5399,13.3 
5400,7 
5401,5.15 
5402,8.7 
5403,5.5 
5404,4.5 
5405,6.65 
5406,3 
5407,8.5 
5408,4 
5409,3 
5410,19.99 
5411,9.5 
5412,3.5 
5413,6 
5414,7.49 
5415,6 
5416,9.05 
5417,4.25 
5418,11.95 
5419,6.2 
5420,"55,000"
5421,5.7 
5422,1.62 
5423,16.5 
5424,6.6 
5425,3.68 
5426,2.2 
5427,2.75 
5428,16 
5429,6.5 
5430,3.6 
5431,8.35 
5432,1.2 
5433,7.5 
5434,1.9 
5435,10.4 
5436,3.5 
5437,3 
5438,6.5 
5439,3.5 
5440,4.1 
5441,40 
5442,6.7 
5443,3.42 
5444,4.25 
5445,5.3 
5446,2.7 
5447,4 
5448,7.5 
5449,3.4 
5450,2.5 
5451,3.15 
5452,2.5 
5453,2.25 
5454,2.99 
5455,7.1 
5456,3.75 
5457,4 
5458,3.8 
5459,3.49 
5460,4.6 
5461,2.3 
5462,9.35 
5463,5.5 
5464,4.4 
5465,"80,000"
5466,5.65 
5467,4.25 
5468,3.19 
5469,4.2 
5470,15 
5471,2.4 
5472,5.5 
5473,7.8 
5474,19.5 
5475,6.2 
5476,2.2 
5477,4.3 
5478,2.4 
5479,33 
5480,6.4 
5481,5 
5482,2.35 
5483,5.5 
5484,2.15 
5485,6.7 
5486,3.3 
5487,4 
5488,5.25 
5489,5.4 
5490,2.9 
5491,2.15 
5492,25 
5493,7.9 
5494,4.5 
5495,3.5 
5496,4.45 
5497,6.8 
5498,3.25 
5499,6 
5500,24.8 
5501,3.5 
5502,16 
5503,8.75 
5504,4.15 
5505,2.5 
5506,2.35 
5507,7.85 
5508,12.5 
5509,8.5 
5510,6 
5511,13.5 
5512,3.8 
5513,15 
5514,3.25 
5515,3.5 
5516,2 
5517,5 
5518,3.5 
5519,10 
5520,5.3 
5521,5.1 
5522,6.25 
5523,3.25 
5524,28.99 
5525,7.9 
5526,9.52 
5527,1.25 
5528,9.5 
5529,5 
5530,5.4 
5531,8.5 
5532,2 
5533,3 
5534,2.2 
5535,4.7 
5536,5.1 
5537,7.8 
5538,5.3 
5539,5 
5540,4.5 
5541,15 
5542,1.6 
5543,3.8 
5544,3.75 
5545,3 
5546,3.9 
5547,1.11 
5548,1.25 
5549,11.5 
5550,7.5 
5551,3.5 
5552,5.95 
5553,4.75 
5554,5.75 
5555,5.99 
5556,4.25 
5557,2.9 
5558,7.7 
5559,5.35 
5560,3.25 
5561,8.5 
5562,2.5 
5563,8 
5564,4.11 
5565,9.5 
5566,"95,000"
5567,5.98 
5568,7.3 
5569,8.75 
5570,6.7 
5571,6.1 
5572,3.3 
5573,9.5 
5574,3.5 
5575,6.5 
5576,6.75 
5577,12 
5578,5.3 
5579,9 
5580,3.7 
5581,4.36 
5582,5.89 
5583,6.25 
5584,6.5 
5585,2.25 
5586,5.3 
5587,1.8 
5588,4.3 
5589,16 
5590,2 
5591,11.5 
5592,"78,000"
5593,3.8 
5594,6 
5595,4.75 
5596,5 
5597,2.99 
