,0
1951,4.75 
1952,3.7 
1953,4.35 
1954,5.75 
1955,5 
1956,7.5 
1957,10.5 
1958,4.25 
1959,5.75 
1960,8 
1961,7.75 
1962,2.95 
1963,3.14 
1964,3.99 
1965,3.23 
1966,6.5 
1967,3.15 
1968,7.85 
1969,6.75 
1970,8.7 
1971,3.75 
1972,7.95 
1973,13.4 
1974,15 
1975,7.75 
1976,3.75 
1977,5.5 
1978,4.55 
1979,3.25 
1980,39.45 
1981,6.51 
1982,4.85 
1983,3.8 
1984,3.45 
1985,5.15 
1986,5.71 
1987,4.95 
1988,4.5 
1989,2 
1990,4.25 
1991,4.25 
1992,6.99 
1993,5.9 
1994,3.65 
1995,5.9 
1996,8.25 
1997,7.5 
1998,6.5 
1999,5 
2000,18.25 
2001,4.65 
2002,2.99 
2003,6.5 
2004,4.99 
2005,2.55 
2006,5.75 
2007,2.8 
2008,12.35 
2009,5.4 
2010,4.5 
2011,7.75 
2012,5.3 
2013,5.75 
2014,11.25 
2015,2.95 
2016,6.59 
2017,3.75 
2018,4.55 
2019,6 
2020,15.45 
2021,4.55 
2022,7.05 
2023,2.3 
2024,23.5 
2025,5.75 
2026,4.85 
2027,3.35 
2028,8.5 
2029,17.5 
2030,3.1 
2031,8.5 
2032,4.49 
2033,2.65 
2034,3.54 
2035,6.75 
2036,5.19 
2037,2.35 
2038,7.5 
2039,4.95 
2040,1.1 
2041,3 
2042,2.95 
2043,16 
2044,2.5 
2045,4.45 
2046,4.4 
2047,8.5 
2048,8.75 
2049,4.85 
2050,7.99 
2051,2.5 
2052,6.5 
2053,7.25 
2054,4.25 
2055,4.85 
2056,6.35 
2057,4.2 
2058,4 
2059,8 
2060,11.25 
2061,9.95 
2062,2.91 
2063,4.5 
2064,9.25 
2065,9.7 
2066,5.7 
2067,3.1 
2068,20.7 
2069,8.75 
2070,2.8 
2071,7 
2072,4.75 
2073,5.4 
2074,4.9 
2075,5.5 
2076,4.91 
2077,6.11 
2078,9.25 
2079,2.6 
2080,32 
2081,4.21 
2082,11 
2083,4.5 
2084,4.6 
2085,5.25 
2086,7.5 
2087,10.15 
2088,6.15 
2089,45 
2090,9.45 
2091,12.5 
2092,6 
2093,4.21 
2094,12.49 
2095,5.5 
2096,6.25 
2097,4.8 
2098,4.85 
2099,5.75 
2100,5 
2101,12.5 
2102,6.7 
2103,7.51 
2104,5.5 
2105,5.35 
2106,6.55 
2107,4 
2108,5.65 
2109,3.25 
2110,43.5 
2111,3.85 
2112,8.95 
2113,5.35 
2114,2.6 
2115,6.95 
2116,21 
2117,17.5 
2118,1.45 
2119,6.6 
2120,10.5 
2121,4.95 
2122,4.95 
2123,3.25 
2124,1.13 
2125,8 
2126,12.45 
2127,16.45 
2128,2.5 
2129,5.4 
2130,11.5 
2131,7 
2132,4.8 
2133,4.79 
2134,11 
2135,11.75 
2136,2.99 
2137,4.5 
2138,6.25 
2139,4.1 
2140,5 
2141,23.5 
2142,6.95 
2143,3.95 
2144,3 
2145,1.49 
2146,7.45 
2147,3.49 
2148,6.75 
2149,18.5 
2150,5.9 
2151,4.9 
2152,3.71 
2153,1.69 
2154,7.75 
2155,5.3 
2156,25.75 
2157,4.35 
2158,4.85 
2159,5.5 
2160,4.75 
2161,6 
2162,3.5 
2163,8.25 
2164,3.65 
2165,6.5 
2166,2.04 
2167,4.35 
2168,4.25 
2169,7.15 
2170,5.4 
2171,6.75 
2172,6.35 
2173,5.25 
2174,5.2 
2175,4.9 
2176,2.95 
2177,5 
2178,10.85 
2179,10.25 
2180,11 
2181,13.45 
2182,6.4 
2183,30 
2184,9.5 
2185,5.9 
2186,11.5 
2187,5.75 
2188,3 
2189,8.5 
2190,5.5 
2191,8.35 
2192,4.7 
2193,5.35 
2194,5.65 
2195,3.25 
2196,3.8 
2197,7.85 
2198,5.8 
2199,30 
2200,10.5 
2201,4.4 
2202,8.65 
2203,13.25 
2204,7.8 
2205,4.5 
2206,3.3 
2207,3.1 
2208,3.55 
2209,6.3 
2210,4.25 
2211,3.25 
2212,16.5 
2213,2.2 
2214,4.45 
2215,7.9 
2216,5.85 
2217,4 
2218,8.9 
2219,8.9 
2220,4.5 
2221,4.3 
2222,5.75 
2223,13.7 
2224,2.9 
2225,8.5 
2226,7.6 
2227,7.71 
2228,26 
2229,9.25 
2230,6.9 
2231,4.18 
2232,9.75 
2233,27.5 
2234,5.9 
2235,2.5 
2236,3.45 
2237,6 
2238,7.55 
2239,3.24 
2240,7.75 
2241,3.5 
2242,7.3 
2243,12.5 
2244,4.85 
2245,2.21 
2246,14.9 
2247,2.5 
2248,4.75 
2249,7 
2250,5.4 
2251,3.75 
2252,2.3 
2253,15.26 
2254,21 
2255,15 
2256,23.95 
2257,3.45 
2258,4.34 
2259,2.8 
2260,26.5 
2261,5.45 
2262,3.5 
2263,5.59 
2264,6.55 
2265,15.5 
2266,7.6 
2267,8 
2268,1.15 
2269,4.75 
2270,7.99 
2271,9 
2272,5.55 
2273,25.5 
2274,3.25 
2275,4.5 
2276,2.55 
2277,5.75 
2278,8 
2279,33 
2280,4.3 
2281,5.25 
2282,8.5 
2283,9.49 
2284,12.99 
2285,29.75 
2286,14.9 
2287,2.5 
2288,7.51 
2289,10.5 
2290,3.49 
2291,3.65 
2292,6.9 
2293,6.7 
2294,3.25 
2295,9 
2296,8.5 
2297,6.5 
2298,6.21 
2299,7.75 
2300,5.11 
2301,6.3 
2302,6.5 
2303,6 
2304,6.51 
2305,5.75 
2306,8.75 
2307,7.75 
2308,3 
2309,2.05 
2310,7.6 
2311,9 
2312,25.5 
2313,4.5 
2314,3.55 
2315,2.35 
2316,2.25 
2317,8.75 
2318,3.95 
2319,6.95 
2320,6.1 
2321,3.25 
2322,10.5 
2323,5.75 
2324,11.6 
2325,6.25 
2326,6.75 
2327,3.65 
2328,2.92 
2329,3.75 
2330,4.25 
2331,8.35 
2332,3.95 
2333,4 
2334,2.85 
2335,11.5 
2336,5.2 
2337,4.5 
2338,14 
2339,5.49 
2340,2.6 
2341,3.75 
2342,6.1 
2343,6.5 
2344,5.6 
2345,9.95 
2346,5.9 
2347,8.9 
2348,5.5 
2349,3.75 
2350,2.6 
2351,9.25 
2352,15.75 
2353,3.15 
2354,10.95 
2355,6.75 
2356,12.25 
2357,1.75 
2358,2.5 
2359,18 
2360,4.85 
2361,7.15 
2362,2.65 
2363,28.95 
2364,13.75 
2365,2.15 
2366,5.1 
2367,5.2 
2368,5.98 
2369,19.75 
2370,7.95 
2371,3.75 
2372,8 
2373,5.5 
2374,8.75 
2375,4 
2376,1.85 
2377,2.15 
2378,6.45 
2379,4 
2380,6.8 
2381,9 
2382,3.7 
2383,4.5 
2384,6.5 
2385,5 
2386,1.5 
2387,7.45 
2388,17.75 
2389,5.49 
2390,7.5 
2391,5 
2392,4.8 
2393,9.35 
2394,2.9 
2395,6.11 
2396,6 
2397,3.5 
2398,8.25 
2399,4.3 
2400,81.5 
2401,4.9 
2402,4.15 
2403,4.45 
2404,4 
2405,2.7 
2406,4.5 
2407,17 
2408,9.75 
2409,3.8 
2410,6.3 
2411,14 
2412,3.99 
2413,2.5 
2414,7.2 
2415,3.95 
2416,4 
2417,6.5 
2418,6.15 
2419,6.49 
2420,2.55 
2421,57.5 
2422,26.5 
2423,4.2 
2424,13.55 
2425,4.3 
2426,5.5 
2427,3.5 
2428,4.45 
2429,3.85 
2430,3.35 
2431,5.87 
2432,4.5 
2433,3.95 
2434,4.2 
2435,9.5 
2436,3.5 
2437,5.85 
2438,4.8 
2439,8.85 
2440,7.45 
2441,4.5 
2442,7.65 
2443,3.45 
2444,2.6 
2445,6.85 
2446,14.5 
2447,4 
2448,78 
2449,7.25 
2450,7.95 
2451,1.95 
2452,4.4 
2453,5.75 
2454,6.5 
2455,4.8 
2456,3.65 
2457,39.45 
2458,3 
2459,8.25 
2460,5.79 
2461,2 
2462,4.55 
2463,5.65 
2464,2.75 
2465,5 
2466,17.5 
2467,3.4 
2468,2.35 
2469,6.15 
2470,9.2 
2471,17.75 
2472,5.25 
2473,39 
2474,6.45 
2475,19.75 
2476,10 
2477,8.2 
2478,2.85 
2479,13.25 
2480,4.15 
2481,7.4 
2482,8.25 
2483,7.25 
2484,7.95 
2485,3.95 
2486,7.39 
2487,13.5 
2488,4 
2489,13.75 
2490,18.95 
2491,5 
2492,3.21 
2493,2.4 
2494,7.45 
2495,4.6 
2496,24.75 
2497,4.45 
2498,2.5 
2499,21.9 
2500,46.5 
2501,10 
2502,28.5 
2503,4.35 
2504,5.59 
2505,13.5 
2506,7.7 
2507,11.5 
2508,2.98 
2509,8.5 
2510,4.6 
2511,3 
2512,3.7 
2513,12.5 
2514,6.55 
2515,2.75 
2516,6 
2517,3.25 
2518,10 
2519,3.5 
2520,6.35 
2521,4.65 
2522,5.8 
2523,17.65 
2524,5.5 
2525,4.7 
2526,6.5 
2527,3 
2528,6 
2529,4.95 
2530,9 
2531,5.5 
2532,5.15 
2533,5.25 
2534,2.6 
2535,22.75 
2536,4.14 
2537,1.8 
2538,2.49 
2539,3.3 
2540,5.21 
2541,12.5 
2542,7.25 
2543,2.81 
2544,15.5 
2545,6.35 
2546,14.75 
2547,5 
2548,6.95 
2549,3.65 
2550,3.5 
2551,7.5 
2552,3.5 
2553,6 
2554,4.21 
2555,7.41 
2556,4.85 
2557,2.2 
2558,6.75 
2559,2.9 
2560,5.8 
2561,8 
2562,3.75 
2563,6 
2564,10 
2565,4.21 
2566,4.5 
2567,22.5 
2568,4.41 
2569,1.45 
2570,3.7 
2571,4.25 
2572,2.75 
2573,10.5 
2574,2.75 
2575,4.85 
2576,4.6 
2577,2.5 
2578,3.4 
2579,6 
2580,3.9 
2581,6.75 
2582,6.9 
2583,4.65 
2584,6.3 
2585,5 
2586,5.75 
2587,5.01 
2588,7.6 
2589,3.15 
2590,4.6 
2591,6.65 
2592,41 
2593,2.75 
2594,7.1 
2595,8.41 
2596,3.9 
2597,5.65 
2598,5.75 
2599,7 
2600,9.5 
2601,5.5 
2602,4.15 
2603,4.25 
2604,5.6 
2605,5.1 
2606,4.95 
2607,5.5 
2608,15.98 
2609,4.91 
2610,3.49 
2611,5.35 
2612,40 
2613,12.45 
2614,1.85 
2615,3.75 
2616,3.19 
2617,7.49 
2618,3.11 
2619,4 
2620,6.8 
2621,13.95 
2622,2.45 
2623,4 
2624,4.48 
2625,5 
2626,3 
2627,3.9 
2628,4.8 
2629,3.46 
2630,3.4 
2631,2.95 
2632,8.25 
2633,5.35 
2634,3 
2635,4.9 
2636,2.75 
2637,11.85 
2638,13.5 
2639,6 
2640,5.25 
2641,4.95 
2642,5.95 
2643,12.5 
2644,20 
2645,8.1 
2646,38.5 
2647,6 
2648,4.9 
2649,6.25 
2650,5.3 
2651,3.95 
2652,2.5 
2653,7.25 
2654,6.99 
2655,5.45 
2656,4.11 
2657,6.5 
2658,18.1 
2659,3.7 
2660,9.5 
2661,15.5 
2662,7.15 
2663,3.18 
2664,4.5 
2665,15.25 
2666,5 
2667,21.5 
2668,3.75 
2669,4.85 
2670,3.6 
2671,6 
2672,6.9 
2673,5.85 
2674,6.65 
2675,17.5 
2676,7.6 
2677,8 
2678,11 
2679,8.9 
2680,4.1 
2681,2.5 
2682,4.2 
2683,7.4 
2684,2.25 
2685,12 
2686,13.5 
2687,3.25 
2688,3.5 
2689,30 
2690,6 
2691,8.6 
2692,7 
2693,7.5 
2694,1.9 
2695,4.9 
2696,5.5 
2697,9.25 
2698,15.49 
2699,6.5 
2700,3.5 
2701,1.5 
2702,5.65 
2703,13.5 
2704,3.8 
2705,4.35 
2706,9.7 
2707,2.5 
2708,2.5 
2709,6.98 
2710,3.95 
2711,5.65 
2712,7.75 
2713,3.25 
2714,10 
2715,13.5 
2716,9 
2717,12.5 
2718,5.39 
2719,6.9 
2720,10.25 
2721,5.25 
2722,3.85 
2723,2.9 
2724,34.5 
2725,9.5 
2726,5.45 
2727,3.25 
2728,4.25 
2729,8.25 
2730,3.49 
2731,7.5 
2732,12.5 
2733,3.7 
2734,1.6 
2735,7.5 
2736,6 
2737,11.5 
2738,19.5 
2739,5.75 
2740,17 
2741,1.95 
2742,6.45 
2743,13.75 
2744,2.62 
2745,2.05 
2746,5.5 
2747,16.35 
2748,30 
2749,2.9 
2750,6.1 
2751,6.5 
2752,24.5 
2753,6 
2754,14.5 
2755,3.95 
2756,9.25 
2757,7.5 
2758,1.45 
2759,5.6 
2760,7 
2761,8.75 
2762,27 
2763,5.71 
2764,5.65 
2765,6.3 
2766,6 
2767,6.2 
2768,7.35 
2769,3.2 
2770,11 
2771,4.44 
2772,4.75 
2773,5.68 
2774,15 
2775,7.7 
2776,12.5 
2777,5.8 
2778,7.5 
2779,2.5 
2780,22.75 
2781,10.25 
2782,7.8 
2783,2.3 
2784,8.4 
2785,3.45 
2786,22 
2787,5 
2788,11 
2789,12.25 
2790,2.95 
2791,3 
2792,15 
2793,5.5 
2794,6.15 
2795,6 
2796,5.8 
2797,38 
2798,9.58 
2799,4.3 
2800,10.25 
2801,3.5 
2802,7.8 
2803,19 
2804,3.2 
2805,15.5 
2806,4.75 
2807,4.35 
2808,4.4 
2809,4.3 
2810,6.6 
2811,5.75 
2812,12.49 
2813,9.95 
2814,5 
2815,11.75 
2816,1.9 
2817,2 
2818,2.24 
2819,4.3 
2820,8.8 
2821,7.25 
2822,7 
2823,15 
2824,4.3 
2825,5.8 
2826,3.85 
2827,25 
2828,5.15 
2829,3.5 
2830,8 
2831,3.25 
2832,18.99 
2833,8.8 
2834,4.75 
2835,18 
2836,2.2 
2837,7.8 
2838,4 
2839,5 
2840,5 
2841,5.5 
2842,6.95 
2843,5.99 
2844,7.15 
2845,10 
2846,3.8 
2847,5.5 
2848,2.91 
2849,3.5 
2850,7 
2851,4.4 
2852,9.6 
2853,11.49 
2854,4.95 
2855,8.5 
2856,3.8 
2857,5.25 
2858,6.57 
2859,4.5 
2860,9.95 
2861,5.85 
2862,4.25 
2863,2.8 
2864,5.25 
2865,11.85 
2866,4.5 
2867,8.5 
2868,11.49 
2869,5.65 
2870,1.05 
2871,4.15 
2872,6.21 
2873,6.25 
2874,4 
2875,17.5 
2876,6.75 
2877,4.9 
2878,6 
2879,3.27 
2880,8 
2881,7.99 
2882,9.8 
2883,4.2 
2884,3.1 
2885,3.09 
2886,13.35 
2887,5.4 
2888,3 
2889,9 
2890,8.5 
2891,8.4 
2892,4.9 
2893,4.65 
2894,8.5 
2895,30 
2896,5.8 
2897,6 
2898,2.35 
2899,11.5 
2900,8.5 
2901,3.25 
2902,3.5 
2903,"90,000"
2904,3.2 
2905,13.5 
2906,5.4 
2907,6.7 
2908,3.5 
2909,4.41 
2910,5.9 
2911,6.85 
2912,13.5 
2913,4.35 
2914,4.29 
2915,5.99 
2916,15 
2917,9.9 
2918,34 
2919,14 
2920,9.25 
2921,4.75 
2922,4.95 
2923,7.95 
2924,4.05 
2925,5.5 
2926,19.25 
2927,2.9 
2928,63 
2929,3.75 
2930,3.5 
2931,2.55 
2932,64 
2933,3.1 
2934,9.2 
2935,7.5 
2936,5.9 
2937,3.6 
2938,3.25 
2939,6.9 
2940,6.25 
2941,3.9 
2942,5.25 
2943,3.7 
2944,2.8 
2945,11.7 
2946,7 
2947,8.25 
2948,8 
2949,5 
2950,9 
2951,3.9 
2952,3.1 
2953,12.75 
2954,27 
2955,15.5 
2956,5.8 
2957,5.75 
2958,15.5 
2959,2.85 
2960,3.95 
2961,16.99 
2962,6.4 
2963,6.25 
2964,8.5 
2965,19.5 
2966,8.89 
2967,3.2 
2968,7.71 
2969,6.75 
2970,35 
2971,4 
2972,7.35 
2973,6.5 
2974,5.95 
2975,5 
2976,7.6 
2977,5.2 
2978,7.25 
2979,6.29 
2980,2.65 
2981,8.5 
2982,8 
2983,6.5 
2984,4.85 
2985,10.25 
2986,6.25 
2987,2.2 
2988,8.45 
2989,5.5 
2990,13.1 
2991,6.95 
2992,4.5 
2993,6.69 
2994,17.5 
2995,12.4 
2996,7.75 
2997,6.1 
2998,3.4 
2999,4.95 
3000,6.9 
3001,15.6 
3002,4.1 
3003,5.45 
3004,11 
3005,5.5 
3006,3.1 
3007,9.99 
3008,4.85 
3009,9.99 
3010,3.75 
3011,6.2 
3012,7.4 
3013,6.85 
3014,11 
3015,6.3 
3016,6.25 
3017,3.5 
3018,4.1 
3019,5.95 
3020,12.75 
3021,12.5 
3022,7.15 
3023,8.5 
3024,9.2 
3025,2.7 
3026,7.9 
3027,2.85 
3028,4.6 
3029,5.14 
3030,4 
3031,8 
3032,6.6 
3033,6.75 
3034,11.35 
3035,3.6 
3036,3.5 
3037,5.3 
3038,3.3 
3039,5 
3040,7.95 
3041,9.5 
3042,10.95 
3043,6.9 
3044,7.7 
3045,15 
3046,6.6 
3047,15 
3048,11 
3049,5.78 
3050,3 
3051,3.25 
3052,9 
3053,4.7 
3054,7.75 
3055,3.29 
3056,1.5 
3057,27 
3058,9.5 
3059,6.95 
3060,5.2 
3061,3.4 
3062,6.1 
3063,3.25 
3064,3.1 
3065,4 
3066,2.8 
3067,5.1 
3068,6.41 
3069,4.5 
3070,5.4 
3071,3.1 
3072,3.8 
3073,4.8 
3074,7.5 
3075,2.7 
3076,5.3 
3077,13 
3078,6.7 
3079,4.5 
3080,3.2 
3081,1.2 
3082,2.4 
3083,3.72 
3084,6.5 
3085,2.5 
3086,"35,000"
3087,6.5 
3088,4.75 
3089,3.85 
3090,18.5 
3091,5 
3092,2.75 
3093,7.85 
3094,9.4 
3095,7.3 
3096,12.75 
3097,7.21 
3098,9.5 
3099,4 
3100,4.5 
3101,7.5 
3102,4.1 
3103,7.2 
3104,4.7 
3105,6.1 
3106,4.5 
3107,5.65 
3108,5.4 
3109,33 
3110,6.25 
3111,3.65 
3112,3.5 
3113,5 
3114,7.5 
3115,5.49 
3116,5.6 
3117,3 
3118,5.85 
3119,7.9 
3120,4.11 
3121,4.48 
3122,15.75 
3123,4.2 
3124,3.53 
3125,5.65 
3126,7.9 
3127,10.4 
3128,2.8 
3129,5 
3130,9.21 
3131,11.7 
3132,2.75 
3133,3 
3134,11.95 
3135,4.8 
3136,13.2 
3137,10 
3138,27.5 
3139,8.8 
3140,6 
3141,4.9 
3142,39.95 
3143,2.65 
3144,2.9 
3145,7.8 
3146,4.75 
3147,6.45 
3148,2 
3149,3.3 
3150,4.5 
3151,8.75 
3152,3.8 
3153,6.5 
3154,5.5 
3155,3 
3156,6 
3157,9.5 
3158,7.5 
3159,2.5 
3160,5.1 
3161,5 
3162,2.25 
3163,5 
3164,4.7 
3165,6.1 
3166,6 
3167,4.45 
3168,16 
3169,5 
3170,6.25 
3171,18 
3172,11 
3173,2.95 
3174,5.25 
3175,12.5 
3176,8.15 
3177,10.6 
3178,4.85 
3179,18.99 
3180,8.45 
3181,8.5 
3182,5.35 
3183,6 
3184,5.5 
3185,4.6 
3186,6.25 
3187,4.45 
3188,5.3 
3189,11.5 
3190,7.4 
3191,3.5 
3192,1.5 
3193,12.75 
3194,3.55 
3195,21.5 
3196,3.5 
3197,5.85 
3198,7.25 
3199,1.8 
3200,6.9 
3201,8.5 
3202,1.2 
3203,5.9 
3204,3.9 
3205,9.5 
3206,15.75 
3207,12.45 
3208,3.65 
3209,2.25 
3210,5.95 
3211,4.5 
3212,5.11 
3213,3.1 
3214,2.5 
3215,7 
3216,1.55 
3217,5 
3218,2.3 
3219,18 
3220,8.5 
3221,9.75 
3222,4.31 
3223,7 
3224,4.7 
3225,2.52 
3226,2.3 
3227,17.9 
3228,2.5 
3229,5.2 
3230,4.25 
3231,11.99 
3232,6.6 
3233,6.3 
3234,7.5 
3235,6.43 
3236,2.95 
3237,4 
3238,1.53 
3239,6 
3240,6.5 
3241,5.4 
3242,6.25 
3243,10.75 
3244,5.5 
3245,7.75 
3246,3.6 
3247,4.35 
3248,5 
3249,4.95 
3250,3.5 
3251,7.5 
3252,6.87 
3253,9.7 
3254,4.3 
3255,10.5 
3256,4.59 
3257,6.9 
3258,15 
3259,22 
3260,2.9 
3261,3.7 
3262,3.11 
3263,17 
3264,9 
3265,3.75 
3266,4.45 
3267,8.5 
3268,5.2 
3269,4 
3270,1.85 
3271,6.9 
3272,4.99 
3273,4.5 
3274,6.5 
3275,8.35 
3276,9.4 
3277,6.51 
3278,7.25 
3279,11.2 
3280,5.3 
3281,4.65 
3282,8 
3283,5.35 
3284,6.8 
3285,4 
3286,6.15 
3287,4.85 
3288,9 
3289,7 
3290,7 
3291,6.95 
3292,15.25 
3293,7 
3294,12 
3295,9.9 
3296,4.3 
3297,6.9 
3298,4.7 
3299,5.85 
3300,3.22 
3301,27 
3302,11 
3303,4.3 
3304,5.6 
3305,7.25 
3306,3.75 
3307,5.2 
3308,12 
3309,5.7 
3310,4.75 
3311,7.5 
3312,5.5 
3313,8.25 
3314,3 
3315,24.5 
3316,5.8 
3317,3.8 
3318,1.85 
3319,3.7 
3320,2.19 
3321,4.2 
3322,3.75 
3323,6.75 
3324,6.3 
3325,18 
3326,5.4 
3327,11.5 
3328,3.35 
3329,6.8 
3330,6.75 
3331,3 
3332,7.87 
3333,7 
3334,6.95 
3335,5 
3336,8.5 
3337,6 
3338,4 
3339,2.85 
3340,3.51 
3341,4.8 
3342,5.1 
3343,6 
3344,1.9 
3345,5 
3346,6.85 
3347,5.1 
3348,5.4 
3349,1.15 
3350,14.85 
3351,6.49 
3352,3.6 
3353,4.61 
3354,4.2 
3355,5.25 
3356,4.5 
3357,2.49 
3358,3.12 
3359,8.32 
3360,2.5 
3361,5.78 
3362,11.5 
3363,5.5 
3364,10.42 
3365,3.7 
3366,10.8 
3367,34 
3368,3.75 
3369,9.2 
3370,6.75 
3371,2.9 
3372,16 
3373,2.3 
3374,2.19 
3375,9 
3376,5.85 
3377,6.1 
3378,2.5 
3379,4.95 
3380,8 
3381,10.5 
3382,3.1 
3383,3.1 
3384,6.75 
3385,3.5 
3386,3.6 
3387,3.75 
3388,3.5 
3389,1.8 
3390,3.85 
3391,4.5 
3392,2.5 
3393,1.78 
3394,8.5 
3395,3.35 
3396,6.45 
3397,3.5 
3398,8.75 
3399,7.75 
3400,7.25 
3401,3 
3402,5.25 
3403,5.65 
3404,4.5 
3405,5.12 
3406,4.5 
3407,10.25 
3408,2.75 
3409,4.5 
3410,5 
3411,2.8 
3412,11 
3413,9.75 
3414,4 
3415,15 
3416,9.9 
3417,2.6 
3418,6 
3419,7.6 
3420,3.99 
3421,3 
3422,5 
3423,3.45 
3424,4.5 
3425,9.5 
3426,9.98 
3427,8.9 
3428,3.5 
3429,5.8 
3430,5.5 
3431,13 
3432,10.9 
3433,8.95 
3434,2.5 
3435,7.5 
3436,4.5 
3437,5.4 
3438,5.21 
3439,3.1 
3440,7.25 
3441,5.5 
3442,5 
3443,3.5 
3444,5.3 
3445,4.99 
3446,3.11 
3447,33 
3448,16 
3449,7.5 
3450,3.5 
3451,4.6 
3452,6.35 
3453,4.5 
3454,3.3 
3455,3.7 
3456,4 
3457,2.8 
3458,4.5 
3459,7.25 
3460,2.65 
3461,6 
3462,7.65 
3463,8.5 
3464,5.25 
3465,5 
3466,3 
3467,2.6 
3468,2.55 
3469,3.3 
3470,10.5 
3471,14 
3472,15.5 
3473,2.95 
3474,11.75 
3475,9 
3476,6.45 
3477,8.35 
3478,4.25 
3479,8.7 
3480,4.25 
3481,4.5 
3482,8.9 
3483,1.15 
3484,3.7 
3485,7 
3486,5.5 
3487,12 
3488,11 
3489,6 
3490,2.1 
3491,21.5 
3492,8.35 
3493,4.35 
3494,6.5 
3495,6.65 
3496,5.2 
3497,2.95 
3498,14.75 
3499,6.9 
3500,5.5 
3501,5.5 
3502,5.6 
3503,5.15 
3504,5.5 
3505,7.25 
3506,16.5 
3507,8.5 
3508,31 
3509,6 
3510,8.7 
3511,8.95 
3512,3.5 
3513,16.25 
3514,6.9 
3515,5.95 
3516,7.5 
3517,6.4 
3518,7.85 
3519,6.25 
3520,5.5 
3521,4.95 
3522,6.3 
3523,4.1 
3524,5.5 
3525,6.85 
3526,6.25 
3527,4.5 
3528,10.2 
3529,4.6 
3530,9.85 
3531,13.75 
3532,6 
3533,4.1 
3534,2.6 
3535,7.5 
3536,10 
3537,19 
3538,5.5 
3539,2.6 
3540,6.5 
3541,3.5 
3542,3 
3543,5.5 
3544,12 
3545,3.5 
3546,53.5 
3547,4.5 
3548,6.25 
3549,4.5 
3550,4.5 
3551,11.7 
3552,2.5 
3553,9 
3554,5.1 
3555,5.99 
3556,4.5 
3557,3.15 
3558,29.5 
3559,5.5 
3560,6.9 
3561,29 
3562,5.5 
3563,5.75 
3564,12.5 
3565,5.15 
3566,2.8 
3567,4.8 
3568,15 
3569,6.5 
3570,3.34 
3571,8.1 
3572,8.99 
3573,7.5 
3574,6 
3575,11.5 
3576,4.45 
3577,14.5 
3578,2.5 
3579,4.9 
3580,31 
3581,6.25 
3582,21 
3583,11 
3584,3 
3585,11.99 
3586,5.4 
3587,6.5 
3588,3.33 
3589,22.5 
3590,6.5 
3591,2.85 
3592,5.8 
3593,3.95 
3594,2.8 
3595,5.5 
3596,5.25 
3597,2.11 
3598,2.25 
3599,4.7 
3600,6.8 
3601,6.85 
3602,6.5 
3603,9 
3604,16.75 
3605,3 
3606,5.65 
3607,5.2 
3608,2.3 
3609,8.5 
3610,10.45 
3611,3.5 
3612,5 
3613,4.5 
3614,5.67 
3615,14.65 
3616,2.84 
3617,10.5 
3618,3.49 
3619,6.9 
3620,21 
3621,7.25 
3622,4.51 
3623,8.5 
3624,10.5 
3625,3.75 
3626,4.5 
3627,7.35 
3628,9.5 
3629,34 
3630,3.85 
3631,3.75 
3632,4 
3633,7.95 
3634,32.9 
3635,4.5 
3636,6.5 
3637,6 
3638,3.39 
3639,25.5 
3640,2.5 
3641,6 
3642,2.75 
3643,7 
3644,4 
3645,7.7 
3646,5 
3647,4.25 
3648,4.1 
3649,2.5 
3650,3.75 
3651,1.75 
3652,2.14 
3653,4.5 
3654,5.6 
3655,6 
3656,6.3 
3657,4.6 
3658,6.9 
3659,14.5 
3660,4.25 
3661,7.25 
3662,10.9 
3663,6 
3664,9 
3665,5.4 
3666,5.5 
3667,3.25 
3668,4.95 
3669,2.75 
3670,5.45 
3671,15 
3672,2.2 
3673,9.9 
3674,17.8 
3675,2.9 
3676,4.2 
3677,3.2 
3678,9.5 
3679,2.2 
3680,6.23 
3681,4.35 
3682,5.25 
3683,3.5 
3684,4.65 
3685,3.7 
3686,2.75 
3687,3.6 
3688,4.5 
3689,2 
3690,2.75 
3691,4 
3692,6.5 
3693,5.3 
3694,2.35 
3695,5.9 
3696,4.5 
3697,5.51 
3698,3.5 
3699,4 
3700,3.45 
3701,16.95 
3702,8 
3703,6.05 
3704,3.3 
3705,10 
3706,3.65 
3707,8.5 
3708,1.15 
3709,6 
3710,5 
3711,9.5 
3712,7.3 
3713,40.5 
3714,9.96 
3715,7.25 
3716,"80,000"
3717,9.1 
3718,7.75 
3719,6.75 
3720,4.55 
3721,8.5 
3722,5.55 
3723,9 
3724,3.5 
3725,3 
3726,6 
3727,7.5 
3728,4.85 
3729,6.5 
3730,3.2 
3731,4.5 
3732,4.21 
3733,6.9 
3734,2.2 
3735,4.45 
3736,8.51 
3737,5.99 
3738,6.6 
3739,4.8 
3740,2.8 
3741,6.25 
3742,7.4 
3743,6.25 
3744,4 
3745,6 
3746,2.35 
3747,2.8 
3748,3.9 
3749,8 
3750,4 
3751,5.5 
3752,5.5 
3753,12.75 
3754,4.95 
3755,4 
3756,6.65 
3757,6.25 
3758,8.5 
3759,2.6 
3760,3.35 
3761,4 
3762,3.4 
3763,10.9 
3764,2.28 
3765,2.9 
3766,5.5 
3767,5.95 
3768,4.5 
3769,4.8 
3770,3.5 
3771,5.65 
